StoreID;StoreCode;StoreName;DITOStoreID;Address;Province;PriceRegion;StoreTypeID;StateID;Country;ReportingStatus;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10
100;7NQQ;ALLANDALE SERVICE STATION;100;158-160 ALLANDALE ROAD GLEN AUSTIN .;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
101;7QKU;GRASMERE 1 STOP NORTH;101;N1 HIGHWAY.GRASMERE;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
102;7NAL;ANNLIN PLAZA MOTORS;102;81 Zambesi Dr, Pretoria;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
103;5DLL;PRAKMAT CONVENIENCE CENTRE;103;66 MANOR DRIVE.STANGER MANOR;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
104;5TCD;AUTO LAND CONVENIENCE CENTRE;104;CNR TEMPEST & VOLKS ROAD JIM FOUCHE PARK .;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
105;8BMP;THE ENGEN JUNCTION CONVENIENCE CENT;105;195 Arrarat Rd, Dagbreek, Welkom;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
106;5MHJ;BLOEMFONTEIN SOUTH 1 STOP;106;N1 HIGHWAY BLOEMFONTEIN .;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
107;2HLK;DE BRON CONVENIENCE CENTRE;107;De Bron Rd, De Tuin, Cape Town, 7560.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
108;5CNW;MOOI 1 STOP;108;R103 OLD MAIN ROAD.MOOI RIVER;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
109;7FLA;ENGEN STANDERTON;109;Cnr Beyers Naude &, Krogh St, Standerton, 2430.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
110;5CJK;MITCHELL PARK CONVENIENCE CENTRE;110;109 Peter Mokaba Rd, Morningside, Berea, 4001.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
111;8CTJ;ALLY'S CONVENIENCE CENTRE;111;1 CALENDULA DRIVE ROSENEATH .;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
112;7EFT;PRINSHOF MOTORS;112;Cnr Soutpansberg &, Steve Biko Rd, Pretoria, 0002.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
113;2HKM;ENGEN SUNSET BEACH SERVICE STATION;113;Cnr Otto Du Plessis Dr & Ocean Way Sunset Beach, Milnerton, 7441.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
114;5CQD;MORTIMER CONVENIENCE CENTRE;114;1 VOLKSRUST ROAD.NEWCASTLE;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
115;7GAB;GEORGE STORRAR DRIVE SERVICE STATIO;115;45 George Storrar Dr, Groenkloof, Pretoria, 0181.;INLAND NORTH;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
116;7EKW;ENGEN HILLCREST;116;Cnr Duxbury &, Lynnwood Rd, Hillcrest, Pretoria, 0083.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
117;7HTK;NIRVANA FILLING STATION;117;100 The Crescent Dr, Nirvana, Polokwane, 0699.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
118;5TCE;CITY CONVENIENCE CENTRE;118;41 Muizen St, Welkom Central, Welkom;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
119;6CTQ;CHARIS CONVENIENCE CENTRE;119;Cnr Ham St &, General Pienaar Ave, Witpoortjie, Roodepoort, 1724.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
120;7FDW;KILLARNEY TOYOTA;120;60 Riviera Rd, Killarney, Johannesburg, 2193.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
121;5TCH;AWIE BOTHA CONVENIENCE CENTRE;121;19A SCHMIDTDRIFT ROAD KIMBERLEY .;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
122;7NLP;HATFIELD QUICKSTOP;122;Cnr Stanza Bopape St & Gordon Rd, Hatfield, Pretoria, 0002.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
123;5HNJ;CITY MOTORS;123;71 Nelson Mandela Drive, Mthatha;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
124;2HKQ;BEACHWAY AUTO CENTRE;124;12 FIELD STREET HARDING .;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
125;7NUL;ENGEN TECHNOPARK;125;John Vorster Dr, Highveld, Centurion, 0157.;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
126;2FEQ;GREENACRES AUTO CENTRE;126;10 RING ROAD.GREEN ACRES;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
127;2EUJ;RINK AUTO CENTRE;127;44 RINK STREET.CENTRAL;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
128;7FKP;NEW SOUTH MAIN CONVENIENCE CENTRE;128;CNR PLANTATION & SOUTH MAIN REEF RD.NEW ERA;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
129;7FTH;SILVERFIELDS CONVENIENCE CENTRE;129;2 DEAL ROAD.SILVERFIELDS;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
130;8DBR;OTHANDWENI CONVENIENCE CENTRE;130;Cnr Kumalo &, Yende St, Othandweni, Thokoza, 1426.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
131;9AAA;ENGEN BARBEQUE DOWNS;131;Dytchley Rd, Barbeque Downs, Midrand, 1685.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
132;8BFP;PRELLER MOTORS;132;Cnr Louw Wepener &, Graaf Reinet St, Dan Pienaar, Bloemfontein, 9301.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
133;8BNA;NEW PARK CONVENIENCE CENTRE;133;827 Inanda Rd, New Dawn Park, Newlands East, 4037.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
134;5TBR;ENGEN HEIDEDAL;134; 57 Dr Belcher Rd, Heidedal, Bloemfontein, 9301.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
135;8BCP;WILLOWCREST CONVENIENCE CENTRE;135;CNR REPUBLIC AVE & JUDGES ROAD.CRESTA EXT1;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
136;7FQQ;IMPALA CONVENIENCE CENTER KLERKSDOR;136;CNR PALM AND KIAAT STREET.PHALABORWA;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
137;2HKJ;FALSE BAY 1 STOP;137;N2 HIGHWAY.SOMERSET WEST;CAPE WEST;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
138;7HUE;POMONA GARDENS SERVICE STATION;138;270 Pomona Rd, Pomona AH, Kempton Park, 1619.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
139;7FEN;BIRCHLEIGH NORTH MOTORS;139;20 Mooifontein Rd, Birchleigh North, Kempton Park, 1618.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
140;7MED;PARKTOWN CONVENIENCE CENTRE;140;CNR ST ANDREWS & ST DAVID RD.PARKTOWN;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
141;8CWW;ENGEN BLUEWATER BAY;141;Cnr Hillcrest Dr &, Weinronk Way, Bluewater Bay, Port Elizabeth, 6210.;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
142;7FNG;MIMOSA CONVENIENCE CENTRE;142;Cnr Beyers Naudé Dr &, Mimosa Rd, Blackheath, Randburg, 2195.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
143;2HLF;9 DOLPHINS 1 STOP;143;Engen 9 Dolphins 1 Stop, Central, George.;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
144;5MAJ;KROONVAAL 1 STOP NORTH;144;N1 North, Parys, 9585.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
145;7FJT;MODERN SERVICE STATION;145;36 THABO MBEKI DRIVE.MOKOPANE;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
146;5BTP;SPRINGLAKE CONVENIENCE CENTRE;146;186 INANDA RD.SEA COW LAKE;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
147;7MVJ;SPARTAN MOTORS;147;476 ZUURFONTEIN ROAD.SPARTAN EXT 1;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
148;7NPT;ELLIS PARK CONVENIENCE CENTRE;148;Charlton Terrace, Doornfontein, Johannesburg, 2198.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
149;5LCK;SIMJEE'S CONVENIENCE CENTRE;149;17 BARTON PLACE.CLARE ESTATE;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
150;7HGD;PRIMHILL SERVICE CENTRE;150;131 Cydonia Rd, Primrose Hill, Germiston, 1401.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
151;7FWU;FIFTH AVENUE MOTORS;151;2 FIFTH AVENUE.NORTHMEAD;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
152;7NJL;MIDRAND CENTRAL SERVICE STATION;152;697 OLD PRETORIA ROAD.MIDRAND;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
153;7HFT;GLENVISTA MOTORS;153;Cnr Sneeuberg St &, Bellairs Dr, Glenvista, Johannesburg South, 2091.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
154;2EFV;EDGEMEAD CONVENIENCE CENTRE;154;7 EDGEMEAD DRIVE.EDGEMEAD;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
155;9ABZ;FAIRLAND SERVICE STATION;155;Cnr Beyers Naude Dr &, Willson St, Fairland, Randburg, 2030.;GAUTENG CENTRAL;ENGEN - ZENEX SHOP;ENGEN - ZENEX SHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
156;5LAP;WATERSIDE CONVENIENCE CENTRE;156;N11 LADYSMITH-NEWCASTLE ROAD.NEWCASTLE;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
157;8DBU;MOUNTAINVIEW CONVENIENCE CENTRE;157;1000 Hendrik Potgieter Rd, Allens Nek, Roodepoort, 1709.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
158;9ABU;EDENBURG CONVENIENCE CENTRE;158;6 DE LA REY ROAD & CNR RIVONIA & 7TH.EDENBURG;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
159;8CPA;MYEZO 1 STOP;159;16 NELSON MANDELA DRIVE.MTHATHA;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
160;7FUJ;VALLEY SERVICE STATION;160;60-62 JAN SMUTS AVE.BORDEAUX;GAUTENG CENTRAL;ENGEN - E-SHOP;ENGEN - E-SHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
161;7HGA;CRAIG JOSS MOTORS;161;511 Steve Biko Rd, Gezina, Pretoria, 0084.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
162;5CPV;LOTUS CONVENIENCE CENTRE;162;14 Chatsworth Main Rd, Umhlatuzana, Chatsworth, 4092.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
163;7NKT;G.T. SERVICE STATION;163;Great N Rd, Pomona, Kempton Park, 1619.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
164;7NJM;RESTONVALE MOTORS;164;ROUTE P91- R25.RESTONVALE PLOT 20;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
165;7FVL;AZNIP 1 STOP;165;3 BROADBENT STREET WOLMARANSSTAD .;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
166;7FED;C & B MOTORS;166;1 GEORGE AVENUE.SANDRINGHAM;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
167;5TAQ;KOLLEGE QUICK STOP;167; Cnr Melville Dr &, Stapelberg St, Brandwag, Bloemfontein, 9301.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
168;8BEB;MOUNT PLEASANT MOTORS;168; 14 Buffelsfontein Rd, Mount Pleasant, Port Elizabeth, 6070.;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
169;5LCU;BALLITO CONVENIENCE CENTRE;169;Douglas Crowe Dr, Dolphin Coast, 4399.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
170;7FQW;DUMOR MOTORS;170;120 4th Ave, Geduld, Springs, 1559.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
171;8DAL;JOHNNY'S CONVENIENCE CENTRE;171;2 Van Riebeeck, St, Westonaria, 1779.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
172;8BEL;PLETTENBERG BAY 1 STOP;172;Beacon Way, Plettenberg Bay, 6600.;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
173;7NLB;KWENA PARK SERVICE STATION;173;234 HENDRIK VERWOERD ROAD.BRITS;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
174;7HVA;FOMISS AUTO;174;Cnr Comaro Rd &, Boundary Ln, Oakdene, Johannesburg South, 2190.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
175;5LBL;SOUTHWAY CONVENIENCE CENTRE;175;701 SOLOMON MAHLANGU DRIVE.ROSSBURGH;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
176;8DAD;NORTHGATE CONVENIENCE CENTRE;176;Northumberland Ave, Northgate, Randburg, 2188.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
177;2HKG;WINELANDS 1 STOP SOUTH;177;N1 National Road, Joostenbergvlakte.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
178;7FKQ;SELCOURT SERVICE STATION;178;202 Nigel S Rd, Selcourt, Springs, 1559.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
179;5RBC;UPINGTON CONVENIENCE CENTRE;179;CNR SWARTMODDER & LE ROUX STREETS.UPINGTON;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
180;9ADL;ENGEN ZAMBEZI QUICK STOP;180;81 Sefako Makgatho Dr, Sinoville, Pretoria, 0182.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
181;5TBK;COLESBERG 1 STOP;181;N1 BYPASS.MERINO INN;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
182;7NAD;ZEBETIELA 1 STOP NORTH;182;  Kranskop N1, 0510.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
183;7HCV;NEW MARKET SERVICE STATION;183;80 VOORTREKKER STREET.ALBERTON;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
184;2HKH;WINELANDS 1 STOP NORTH;184;N1 National Road, Joostenbergvlakte.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
185;7HFQ;RIDGEWAY CONVENIENCE CENTRE;185;8 SWARTGOUD STR & CNR RIFLE RANGE ROAD.RIDGEWAY;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
186;7EMQ;MAYFIELD PARK SERVICE STATION;186;CNR SPRINGBOK & SILVER AVENUES.MAYFIELD PARK;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
187;8BAL;KLOOF MOTORS;187;61 Kloof St, Gardens, Cape Town, 8001.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
188;7NUA;HADAF EAST;188;651 Eskia Mphahlele Dr, Roseville, Pretoria, 0084.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
189;7FRK;DEL JUDOR SERVICE CENTRE;189;CNR LOUISE & GERINGER STREETS.DEL JUDOR;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
190;2HMM;CAPEGATE CONVENIENCE CENTRE;190;Okavango Rd, Kleinbron Estate, Cape Town, 7560.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
191;7MRN;CASTLE WALK FILLING STATION;191;Cnr Lois Ave &, Nossob St, Erasmuskloof, Pretoria, 0181.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
192;7FFF;GARDEN CITY QUICKFILL;192;22 BARTLETT STREET.CROWN MINES;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
193;7FWT;ALFA BOKSBURG;193;234 COMMISSIONER STREET BOKSBURG.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
194;7KGJ;KLIPDRIVE SERVICE STATION;194;CNR KLIPRIVER & SOUTHDALE ROADS.SOUTHDALE;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
195;2ELV;MEADOWRIDGE SERVICE CENTRE;195;142 LADIES MILE ROAD.MEADOWRIDGE;CAPE WEST;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
196;2EUE;PENFORD MOTORS;196;18 GRAAFF-REINET ROAD.UITENHAGE;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
197;7NQC;GERHALDO VULSTASIE;197;Cnr St Bernard Dr & Borzoi St, Garsfontein, Pretoria, 0081.;INLAND NORTH;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
198;8BAD;PROTHOS EASTWAY MOTORS;198;247 15th Ave, Rietfontein, Pretoria, 1739.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
199;7NMQ;OXFORD ROAD CONVENIENCE CENTRE;199;120 Oxford Rd, Melrose Estate, Johannesburg, 2196.;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
