Period,StoreName,StoreCode,Province,PriceRegion,ProductDesc,EAN,ProductCode,Department,Category,SubCategory,Segment,PackType,PacksInCase,UnitOfMeasure,TotalUnits,TotalValue
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,AIR FRESHNER AMBER&OUD GLADE SECRET 180ML,6001298001117,8179422,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,180ML,1,EA,1.000,24.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,AIR FRESHNER BABY GLADE SECRETS 180ML,6001298988883,2972136,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,180ML,1,Ea,2.000,49.98
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,AIR FRESHNER FLORAL FUSION AIROMA 225/210ML,6004201005127,5143663,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,225/210ML,1,EA,7.000,160.93
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,AIR FRESHNER LAVENDER AIRWICK 280ML CAN,6001106224370,7509511,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,280ML CAN,1,Ea,1.000,24.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,AIR FRESHNER LAVENDER MYSTIFY 200ML,6001224749632,8414624,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,200ML,1,EA,12.000,239.88
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,AIR FRESHNER LAVNDR GARDEN AIROMA 225/210ML,6004201005073,5143670,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,225/210ML,1,EA,6.000,137.94
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,AIR FRESHNER LILLY MYSTIFY 200ML,6001224750102,8414900,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,200ML,1,EA,6.000,119.94
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,AIR FRESHNER POTPOURRI AIROMA 225/210ML,6004201005103,5143704,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,225/210ML,1,EA,9.000,206.91
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,AIR FRESHNER SHEER VANILLA GLADE SECRETS 180ML,6001298701772,8126445,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,180ML,1,Ea,4.000,99.96
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,AIR FRESHNER STRAWBERRY GLADE SECRETS 180ML,6001298097448,1398979,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,180ML,1,Ea,3.000,74.97
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,APC FLORAL BURST MAQ 750ML,6009678264008,8137207,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML,1,Ea,4.000,99.96
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,APC LAVENDER BURST MAQ 750ML,6009678263995,8137206,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML,1,Ea,1.000,24.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,APC LAVENDER HANDY ANDY 500ML BOTTLE,6001087003193,3516694,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,500ML BOTTLE,1,ml,3.000,68.97
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,APC LAVENDER RITEBRAND 750ML BOTTLE,6001001429092,2905938,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML BOTTLE,1,ml,7.000,139.93
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,APC LEMON RITEBRAND 750ML,6001001008327,1864324,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML,1,Ea,2.000,39.98
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,APC PINE GEL GREEN SUPERBRITE 500ML TUB,6001224575002,8166355,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,500ML TUB,1,EA,1.000,22.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,APC POTPOURRI RITEBRAND 750ML BOTTLE,6001001499675,3955561,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML BOTTLE,1,ml,5.000,99.95
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,APC REGULAR RITEBRAND 750ML,6001001002004,1543683,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML,1,Ea,1.000,19.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,CLEANING AGENT EUCALYPTUS HANDY ANDY 750ML BOT,6001087391733,8442842,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML BOT,1,EA,2.000,49.98
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,CLEANING AGENT LAVENDER FRESH HANDY ANDY 750ML BOT,6001087006095,2891561,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML BOT,1,Ea,20.000,517.80
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,CLEANING AGENT LAVENDER REF HANDY ANDY 750ML REF,6001087009799,4227683,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML REF,1,EA,1.000,27.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,CLEANING AGENT LEMON FRESH HANDY ANDY 750ML BOT,6001087006057,1797374,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML BOT,1,Ea,8.000,199.92
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,CLEANING AGENT POTPOURRI HANDY ANDY 750ML BOT,6001087008198,3712591,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML BOT,1,Ea,8.000,199.92
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,CLEANING KIT  RITEBRAND 1EA PACK,6001001289726,2057673,GROCERIES,DRY GROCERIES,SCOURERS&STEELWOOL,POT SCOURERS/PADS,1EA PACK,1,EA,8.000,159.92
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,DEO BLOCKS LAVENDER 200G CARD,6001280800247,1589458,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-SOLID,200G CARD,1,g ,1.000,29.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,DEO BLOCKS POTPOURRI 200G CARD,6001280800551,1004407,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-SOLID,200G CARD,1,g ,2.000,59.98
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,GLUE ARTS&CRAFT BOSTIK 100ML,6001364117407,55608,NON-FOODS,STATIONERY,ADHESIVES,GLUE, ,1,Un,1.000,34.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,GLUE STICK  BOSTIK 40G,6001364000570,383679,NON-FOODS,STATIONERY,ADHESIVES,GLUE STICKS, ,1,EA,1.000,44.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,GLUE STICK  PRITT 11G,6001091349249,205128,NON-FOODS,STATIONERY,ADHESIVES,GLUE STICKS, ,1,g ,1.000,22.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,GLUE STICK  STIKI STIK 22G,6001001019859,504946,NON-FOODS,STATIONERY,ADHESIVES,GLUE STICKS, ,1,Un,2.000,33.98
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,GLUE STICK  STIKI STIK 40G,6001001189194,366005,NON-FOODS,STATIONERY,ADHESIVES,GLUE STICKS, ,1,Un,3.000,80.97
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,GLUE STICK  STIKI STIK 8G,6001001019842,504939,NON-FOODS,STATIONERY,ADHESIVES,GLUE STICKS, ,1,Un,1.000,9.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,GLUE STICK JUMBO PRITT 43G,6001091349263,646220,NON-FOODS,STATIONERY,ADHESIVES,GLUE STICKS, ,1,EA,4.000,199.96
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,METHYLATED SPIRITS CAVALIE 750ML,6001651069235,5721384,NON-FOODS,D I Y,PAINT PRODUCTS,SOLVENTS, ,1,Ea,2.000,79.98
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,PAINT BRUSH SET PRO BRUSH 5PC,6001001914420,6602031,NON-FOODS,D I Y,PAINT PRODUCTS,PAINT BRUSHES & TRAYS, ,1,Ea,1.000,39.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,PAINT ROLL/TRAY SET PRO BRUSH 3PC,6003789051403,7182567,NON-FOODS,D I Y,PAINT PRODUCTS,PAINT BRUSHES & TRAYS, ,1,EA,1.000,39.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,PARAFFIN  CAVALIE 750ML,6001651069204,5721353,NON-FOODS,D I Y,PAINT PRODUCTS,SOLVENTS, ,1,Ea,4.000,139.96
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,PINE GEL GREEN PLUSH 1L TUB,6001425004998,7654411,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,1L TUB,1,EA,10.000,349.90
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,PINE GEL GREEN PLUSH 500ML TUB,6001425004837,7542028,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,500ML TUB,1,EA,5.000,149.95
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,PRESTIK WALLET BOSTIK 100G PACK,6001364082910,43469,NON-FOODS,STATIONERY,ADHESIVES,PRESTICK, ,1,EA,1.000,24.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,SCOURER BRASS RITEBRAND 1EA PACK,6001001289825,2056454,GROCERIES,DRY GROCERIES,SCOURERS&STEELWOOL,POT SCOURERS/PADS,1EA PACK,1,EA,2.000,39.98
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,SCOURER PADS ABRASIVE RITEBRAND 3S,6001224150834,5128767,GROCERIES,DRY GROCERIES,SCOURERS&STEELWOOL,POT SCOURERS/PADS,3S,1,Ea,1.000,19.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,SCOURER WIRE H/DUTY RITE BRAND 1S,6001224489644,8143418,GROCERIES,DRY GROCERIES,SCOURERS&STEELWOOL,POT SCOURERS/PADS,1S,1,Ea,2.000,19.98
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,SCOURER WIRE POT SCOTCH BRITE 3S PACK,6001340774846,1276606,GROCERIES,DRY GROCERIES,SCOURERS&STEELWOOL,POT SCOURERS/PADS,3S PACK,1,Ea,8.000,175.92
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,SCOURER WIRE RITEBRAND 3S PACK,6001001289818,2056461,GROCERIES,DRY GROCERIES,SCOURERS&STEELWOOL,POT SCOURERS/PADS,3S PACK,1,s ,2.000,29.98
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,SPONGE NAIL SAVER AB RITEBRAND 1S,6001224489651,8143401,GROCERIES,DRY GROCERIES,SCOURERS&STEELWOOL,POT SCOURERS/PADS,1S,1,Ea,14.000,139.86
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,SPONGES ANTI BACTERIAL RITEBRAND 4S PACK,6001001615310,3320158,GROCERIES,DRY GROCERIES,SCOURERS&STEELWOOL,POT SCOURERS/PADS,4S PACK,1,s ,6.000,119.94
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,SPONGES RAINBOW RITEBRAND 5S PACK,6001001428859,2852342,GROCERIES,DRY GROCERIES,SCOURERS&STEELWOOL,POT SCOURERS/PADS,5S PACK,1,s ,1.000,19.99
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,STEELWOOL ROLL RITEBRAND 100G PACK,6001001013949,1021868,GROCERIES,DRY GROCERIES,SCOURERS&STEELWOOL,STEELWOOL,100G PACK,1,Ea,6.000,119.94
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,STEELWOOL ROLL RITEBRAND 50G PACK,6001224297782,1021875,GROCERIES,DRY GROCERIES,SCOURERS&STEELWOOL,STEELWOOL,50G PACK,1,Ea,4.000,59.96
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,STEELWOOL SKEINS RITEBRAND 100G PACK,6001001002875,1597433,GROCERIES,DRY GROCERIES,SCOURERS&STEELWOOL,STEELWOOL,100G PACK,1,g ,2.000,39.98
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,STEELWOOL SKEINS RITEBRAND 50G PACK,6001224163568,1080627,GROCERIES,DRY GROCERIES,SCOURERS&STEELWOOL,STEELWOOL,50G PACK,1,Ea,6.000,59.94
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,TAPE STATIONERY SCHOOL 33MX12MM ROL,6001001167109,279800,NON-FOODS,STATIONERY,ADHESIVES,CELLOTAPE, ,1,Ea,2.000,19.98
2023-04-09 00:00:00,SM ELSBURG COURT,16588,SHOPRITE GAUTENG DIVISION,SHOPRITE MINI,TURPENTINE MINERAL CAVALIE 750ML,6001651069228,5721322,NON-FOODS,D I Y,PAINT PRODUCTS,SOLVENTS, ,1,Ea,1.000,49.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER ANTI TOBAC MYSTIFY 200ML,6001224750621,8414626,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,200ML,1,EA,1.000,19.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER BABY GLADE SECRETS 180ML,6001298988883,2972136,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,180ML,1,Ea,2.000,49.98
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER COTTON FRS AIR SCENTS 200ML,6001878004644,4015840,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,200ML,1,Ea,1.000,21.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER FAB FRUITS MYSTIFY 200ML,6001224750096,8414839,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,200ML,1,EA,1.000,19.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER FLORAL FUSION AIROMA 225/210ML,6004201005127,5143663,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,225/210ML,1,EA,5.000,75.00
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER GEL FRSH LINEN MYSTIFY 180G TUB,6001224341256,7730562,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,180G TUB,1,Ea,4.000,59.96
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER GEL LAVENDER MYSTIFY 180G TUB,6001224341249,7729281,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,180G TUB,1,Ea,3.000,44.97
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER LAV FIELDS AIR SCENTS 200ML,6001878004668,4015857,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,200ML,1,Ea,1.000,21.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER LAVENDER GLADE SECRETS 180ML,6001298094294,2334884,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,180ML,1,Ea,3.000,74.97
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER LAVENDER MYSTIFY 200ML,6001224749632,8414624,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,200ML,1,EA,8.000,159.92
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER LAVNDR GARDEN AIROMA 225/210ML,6004201005073,5143670,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,225/210ML,1,EA,5.000,75.00
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER LILLY MYSTIFY 200ML,6001224750102,8414900,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,200ML,1,EA,2.000,39.98
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER LINEN BREEZE AIROMA 225/210ML,6004201005042,5143687,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,225/210ML,1,EA,7.000,105.00
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER OCEAN ESCAPE GLADE SECRETS 180ML,6001298987114,5785131,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,180ML,1,Ea,1.000,24.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER OCEAN MIST AIROMA 225/210ML,6004201005080,5640245,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,225/210ML,1,EA,4.000,60.00
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER STRAWBERRY AIROMA 225/210ML,6004201005097,5143728,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,225/210ML,1,EA,5.000,82.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER STRAWBERRY GLADE SECRETS 180ML,6001298097448,1398979,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,180ML,1,Ea,3.000,74.97
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,AIR FRESHNER SUMMER ROSE AIROMA 225/210ML,6004201005059,5140886,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,AIRFRESHENERS-AEROSOL,225/210ML,1,EA,5.000,75.00
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC GEL PINE SPLASH 500ML,6008445001181,7583355,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,500ML,1,Ea,3.000,65.97
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC LAVENDER BURST MAQ 750ML,6009678263995,8137206,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML,1,Ea,1.000,24.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC LAVENDER HANDY ANDY 500ML BOTTLE,6001087003193,3516694,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,500ML BOTTLE,1,ml,21.000,524.79
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC LAVENDER RITEBRAND 1.5L BOTTLE,6001001429054,2905914,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,1.5L BOTTLE,1,l ,1.000,39.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC LAVENDER RITEBRAND 750ML BOTTLE,6001001429092,2905938,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML BOTTLE,1,ml,1.000,19.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC LEMON BURST MAQ 750ML,6009678264015,8137208,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML,1,Ea,1.000,24.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC LEMON RITEBRAND 750ML,6001001008327,1864324,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML,1,Ea,2.000,39.98
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC MINT RITEBRAND 750ML BOTTLE,6001001525596,2704397,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML BOTTLE,1,ml,1.000,19.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC ORIGINAL LIQUI-CLEEN 750ML BOTTLE,6001374006173,1321056,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML BOTTLE,1,ml,1.000,39.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC PASTE CHEMICO 500G TUB,60056856,1036949,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,500G TUB,1,g ,1.000,36.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC PINE GEL LAVENDER SUPERBRITE 1L TUB,6001224473094,8478882,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,1L TUB,1,EA,5.000,199.95
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC PINE GEL LAVENDER SUPERBRITE 500ML TUB,6001224473216,8478918,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,500ML TUB,1,EA,2.000,45.98
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC POTPOURRI RITEBRAND 750ML BOTTLE,6001001499675,3955561,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML BOTTLE,1,ml,1.000,19.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC REF LAV LAVENDER RITEBRAND 750ML POUCH,6001224522198,8147953,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML POUCH,1,Ea,1.000,19.99
2023-04-09 00:00:00,SM QUMBU,30473,NATAL SHOPRITE DIVISION,SHOPRITE MINI,APC REGULAR RITEBRAND 750ML,6001001002004,1543683,GROCERIES,DRY GROCERIES,HOUSEHOLD CLEANING AGENTS,ALL PURPOSE CLEANERS,750ML,1,Ea,1.000,19.99
